word	formalized_word
trserh	terserah
trsrh	terserah
trun	turun
trus	terus
trusan.a	terusannya
trusss	terus
trussss	terus
trutama	terutama
trwujud	terwujud
trz	terus
ts	penulis
tsb	tersebut
tst	tahu sama tahu
ttap	tetap
ttd	tertanda
tteh	teteh
ttep	tetap
ttg	tentang
tth	teteh
tth2	teteh-teteh
ttinggi	tinggi
ttp	tetap
tu	itu
tua2	tua-tua
tuany	tuanya
tuch	tuh
tuh	itu
tuhanny	tuhannya
tuhh	tuh
tuhhh	tuh
tuir	tua
tuk	untuk
tukan	tukang
tuker	tukar
tulenn	tulen
tullus	tulus
tumpe2	tumpah-tumpah
tunggu2	tunggu-tunggu
tunjukan	tunjukkan
tunjukin	tunjukkan
tutorialx	tutorialnya
tutupin	menutupi
tuu	itu
tuu	tuh
tuuh	tuh
tuuu	itu
tuuuuh	tuh
tuwanya	tuanya
tuwek	tua
tuwh	tuh
tv	televisi
tw	tahu
tw	tau
twarin	tawarkan
tx	tak
tx	tanya
tyap	tiap
typ	tetap
u	kamu
u	lu
u	untuk
u/	untuk
uaaasssiiiik	asik
uange	uangnya
uangx	uangnya
ubur2	ubur-ubur
ucapin	mengucapkan
ucul	lucu
ucull	lucu
ucullllll	lucu
ud	sudah
uda	sudah
udah	sudah
udah2	sudah-sudah
udahh	sudah
udahlah	sudahlah
udeh	sudah
udehh	sudah
udh	sudah
uga	juga
ugaaa	juga
ugha	juga
ughaa	juga
uhh	uh
uhhh	uh
uih	uh
uitnya	duitnya
ujg	ujung
ujung2	ujung-ujung
ujung2nya	ujung-ujungnya
ujunggg	ujung
ul	ulangan
ulan	ulang
ultah	ulang tahun
ultahe	ultahnya
ultha	ultah
undangan2	undangan-undangan
ungkapin	ungkapkan
ungkit2	ungkit-ungkit
univ	universitas
unt	untuk
untk	untuk
unyu	lucu
unyu	menggemaskan
unyu2	unyu-unyu
unyuu	unyu
unyuuk	unyu
updte	update
uplot	unggah
uppu	apa
urang	saya
urat2nya	urat-uratnya
urg	saya
ursan	urusan
urusanny	urusannya
urusin	mengurusi
urusin	urus
urusn	urusan
usa	usah
usah	perlu
usahaq	usahaku
usahh	usah
ush	usah
ustzah	ustazah
utang	hutang
utk	untuk
utkmu	untukmu
utul	ujian tertulis
uuh	uh
uuhh	uh
uuhhh	uh
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk	apik
uwahhhhh	wah
uwakk	uwak
uwee	gue
uztad	ustad
valas	valuta asing
vol	volume
w	gue
w/	dengan
waaa	wah
waaaaw	wow
waaahhh	wah
waaaww	wow
waaawwww	wow
waah	wah
wad	buat
wadaaw	waduh
wadir	wakil direktur
wado	waduh
waduh	aduh
waduhh	waduh
waduhhh	waduh
waduuhhh	aduh
waduuuuh	waduh
wagub	wakil gubernur
wahh	wah
wahhh	wah
wahhhhhh	wah
wajarrr	wajar
wajiiib	wajib
waktunyaaa	waktunya
walik	balik
wamil	wajib militer
wanitah	wanita
wanjerrr	anjir
wanjiir	anjir
waoohhh	wah
warbiyasa	luar biasa
warbiyasah	luar biasa
waria	wanita pria
warkop	warung kopi
warnaaa	warna
warnany	warnanya
warnet	warung internet
warteg	warung tegal
wartel	warung telekomunikasi
was2	was-was
wat	buat
waw	wow
waww	wow
wawwwww	wow
wdooohhh	waduh
weeeh	wih
week	wig
wenak	enak
wenakk	enak
weww	wow
wewww	wow
widihh	idih
widihh	waduh
wihh	wih
wihhh	wih
wihhhhhh	wih
wiih	wih
wiiiihhhh	wih
wiiiihhhhhhhhh	wih
wik	wig
wil	wilayah
wjh	wajah
wk	tertawa
wk	waktu
wkt	waktu
wktu	waktu
wktunya	waktunya
wkwk	tertawa
wlau	walau
wlaupun	walaupun
wlawpun	walaupun
wlo	walau
wlopun	walaupun
wlwpun	walaupun
woey	woy
woles	selow
wong2	wong-wong
woooiiiii	woy
woooiiiiiiii	woy
wooow	wow
wooowww	wow
woooyy	woy
woow	wow
woowwww	wow
woro-wiri	jalan-jalan
wota2	wota-wota
wouww	wow
wowoooww	wow
woww	wow
wowww	wow
wowwww	wow
wowwwww	wow
woyyy	woy
wqktu	waktu
wrn	warna
wtf	what the fuck
wth	what the hell
wuastagah	astaga
x	kali
xixixi	tertawa
xlian	kalian
y	kenapa
y	nya
y	saya
y	ya
ya	iya
yaa	ya
yaaa	ya
yaaa 	ya
yaaaa	ya
yaaaaaa	ya
yaaaaaaa	ya
yaaah	ya
yaaah	yah
yaaampunnn	ya ampun
yaaang	yang
yaah	ya
yaahh	ya
yaahhh	ya
yaak	ya
yaakk	ya
yaakkk	ya
yaampuuuunnnn	ya ampun
yaang	yang
yach	ya
yach	yah
yachhh	ya
yad	yang akan datang
yaelahhh	alah
yah	ya
yahbh	ya
yahh	ya
yahhh	ya
yahhh	yah
yahhhh	ya
yak	ya
yakaliiiii	yakali
yakinn	yakin
yakk	ya
yam	ya
yanckh	yang
yank	sayang
yankkk	sayang
yaoloh	ya allah
yaoloh	yaallah
yaolohh	ya allah
yap	iya
yap	ya
yapp	ya
yappp	ya
yapz	iya
yaudah	ya sudah
yaudh	ya sudah
yauwda	ya sudah
yawdah	ya sudah
yawlah	ya allah
yawloh	ya allah
yayang	sayang
ybs	yang bersangkutan
yeaaay	yes
yee	ya
yeee	ya
yeeee	ya
yeeeeyy	yey
yep	ya
yess	yes
yeuh	ya
yg	yang
ygs	sayang
yh	ya
yha	ya
yhaaa	ya
yheeee	ye
yi	yaitu
yl	yang lain
yng	yang
ynk	sayang
yo	iya
yo	ya
yoha	iya
yoiii	yoi
yoiiu	yoi
yok	yuk
yokk	yuk
yokkk	yuk
yoo	ayo
yoo	ya
yook	yuk
yoooiii	yoi
yoookkkk	yuk
yooookkk	yuk
yooow	ya
yowes	ya sudah
yq	yang
ysh	ya
yth.	yang terhormat
yu	yuk
yua	ya
yuh	tuh
yuk	ayo
yukk	yuk
yukkk	yuk
yukkkk	yuk
yuks	yuk
yukss	yuk
yup	iya
yup	ya
yuppss	ya
yuu	yuk
yuuk	yuk
yuukk	yuk
yuukkk	yuk
yuuks	yuk
yuuu	yuk
yuuuk	yuk
yuuuks	yuk
yuuuuk	yuk
yuuuukkk	yuk
yuwkkk	yuk
ywdh	ya sudah
yya	ya
yyaaa	ya
z	saja
za	saja
zama	zaman
